pid,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
28186ef7c75c2bf0c5ad34b0fe5d5e4a,0,8,16,0,3,3,2,0,1,10163.68834,0,6,0,0,40,7,0,85,7,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
281992a906f243f76abc86bac70bedc6,1,7,13,1,4,2,3,0,2,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282719e18bf2f712f531e5df2c832a47,0,7,13,1,5,2,2,1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282a6c09c25c6c4988b298af91a0b67a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282bec823ec57ac4e82076dc983ceb7f,1,7,18,1,5,5,3,0,4,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282c3195c5ee46cfb217206e909d011b,0,6,19,0,6,3,2,1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282fe9857aaa156a5656459c1925ef67,1,-1,21,1,3,-1,5,0,3,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2840f9291874d8b07e1afed1679c2cb7,-1,2,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28433f25a02f729460919e9a5784c9e3,0,8,13,0,6,-1,2,0,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284bad10c12a9504f74a56e453c144c5,0,6,17,1,7,-1,2,0,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28507857a068fb48d0d74f37496c55a6,0,4,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2859d668d9823a924e247064d5bd6b34,1,1,-1,-1,-1,-1,-1,-1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285c70eb30339bf0ffd5559f8a4f204f,0,-1,17,0,5,4,4,0,2,-1.0,0,0,0,0,7,0,0,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285ca79cfca766f78096f4cd7c3e22e8,1,7,13,1,5,2,5,0,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285d87138dc4a78de8dda544a3d11751,0,6,13,1,4,5,6,0,4,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2864853c0a73f779966389bf68c9bee0,0,6,17,1,5,3,2,1,4,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
28663a94f796d78058e14cddc4bf345e,0,7,13,1,4,-1,2,1,4,72330.11296,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2868b6a9991f63e9756ff0bb77f29e9c,0,7,17,1,3,5,2,0,5,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2869a8823c6fa94571221a94779d9265,1,3,-1,-1,-1,-1,-1,-1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
286f77fb65b1cd36123a2e5cae93bc30,0,6,13,1,6,3,3,1,2,10463.1138,0,0,0,0,0,0,0,0,0,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28712b2fbf140fce7d562fefd18b15d6,0,6,15,1,6,1,4,1,2,13797.30647,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2871cda5d36dd15c4776e908d8ca7694,0,3,-1,-1,-1,-1,-1,-1,4,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
287244b1d422369550eb6c265617534c,1,7,13,1,6,1,2,0,2,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2872e41b8eddd99641a06dd87842e988,0,-1,13,1,5,4,2,0,-1,-1.0,0,0,0,0,0,0,0,0,0,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2879a53bcc5e6d039a2dde37e1031fd2,1,-1,13,1,5,1,3,0,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
287e6acf85bf7c8e357cd8f21d4ca6f0,0,6,17,0,4,-1,5,1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
287fc356c208622f00b7286feb6d6104,0,1,-1,-1,-1,-1,-1,-1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2883e9da127e6cad3665cde5d6126dca,0,7,13,1,6,3,2,1,2,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2888fff21cf80b320ab53337d14aba6c,0,7,17,0,5,2,2,0,-1,1183.332983,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288d52687090cd86470bafdeea32ca94,1,-1,-1,-1,-1,-1,-1,-1,3,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2897ba82e6f93ba7378907c61080ddc7,0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
289836051e9e2c9f1ce99d9d080f63cb,0,7,13,1,6,5,2,1,2,16532.03805,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28a8726022edbe76904dd188d14823f6,0,6,13,1,5,3,3,1,-1,190211.1361,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
28b384c3c389330267b3043e7e7fd738,1,7,13,1,5,2,3,1,5,6441.382761,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28b429ddb68bba4ec7cdeb4f2fe954d6,-1,-1,-1,-1,-1,-1,-1,-1,1,17015.66361,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28b7686782697a30fd744ec52a9a8715,1,2,-1,-1,-1,-1,-1,-1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28baa37b8262d1ad369cfb02cdc56ea8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28c45d13a0baf723a19ea0aedbb64f24,1,6,13,1,4,2,5,0,5,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28c62ed8525e49ff43b64d074612397c,0,7,13,1,6,5,2,0,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28c7e0ebd3bd129783991afcc2c8086a,0,6,13,1,5,3,2,1,2,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28c9b709c57210d9b8cf8e7d7528659e,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28c9f6d9ab77e1656441acf3b61c2321,0,1,-1,-1,-1,-1,-1,-1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28ccd387f9b35ebd3c91bb6062eaea75,0,7,16,1,5,-1,2,0,5,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28cf7f34ddaf130ec32276ff35db3244,1,0,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28d12c0bfa9c92d73f72f9d88218ee27,0,8,17,0,5,5,2,0,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28dba4eb97ac1e0031f44c0354ea96ee,1,7,15,0,4,-1,2,1,4,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28dcccbe5e64c766010b2a0644b15353,0,2,-1,-1,-1,-1,-1,-1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28e2626cc5d7acc881afdcb3728ae9ca,1,7,14,0,5,-1,4,0,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28f2a3492b4c32ca2bc7274bde71de0b,0,4,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28f540cd6cfb9abf7eca7b4b6884c75a,0,8,20,1,3,5,2,1,-1,-1.0,0,0,0,0,0,0,0,0,0,2,-1,1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
28ffb51c3d78c4bc2809f938ea2affb1,0,6,18,1,5,3,4,0,5,427556.7546,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28ffe6c1009fd72403667791c9b0ba87,0,6,13,0,6,5,6,0,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29015a975821cd64fd4e2a47da9fae7d,0,5,17,0,5,5,2,0,-1,-1.0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29035af2c19c03bb44c69fc287bf5595,-1,-1,-1,-1,-1,-1,-1,-1,4,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
290426f1927a282e8eddf2a76aacb42b,1,8,13,0,3,2,2,0,5,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29046366bc8e4ba8d3b9f54fb2fa60c6,-1,-1,-1,-1,-1,-1,-1,-1,3,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29059c583602a3cdbc9df4689773ed86,0,7,18,0,5,4,2,0,2,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
290f8e5a81e9612ca14eb9d1d230ffef,0,8,16,0,5,5,2,0,2,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
290fa5e71631d9066390cfcabbfe062d,1,8,13,1,4,5,2,0,5,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2914dda7f0740e10a291e8c06440ff53,0,6,18,1,5,5,6,0,2,220651.8951,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
291a7a902295bdf32366b8a6d895fdc0,0,7,15,0,5,4,2,0,2,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
291b25a25839022f7986edb50288c494,0,7,19,0,5,5,2,0,-1,2186477.38,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292071fd99fe524a646f5cf31150edb3,0,6,13,1,4,1,3,1,2,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29216e207a92414a151bf1b356e8fec1,0,9,20,0,3,-1,2,0,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2922deb0bde5d2cb98cd4d257f2402f1,0,6,13,1,7,4,2,1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
29260cf943363ffc9e0be6fba313b416,0,-1,15,0,5,-1,2,0,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29276d684ede0d8095a14205929d057b,0,6,19,1,5,2,5,1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292c7593a463b297679ee7af3ca5506c,1,8,13,1,3,3,2,0,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293c22693157a16b2af9023d7f6bf9e4,0,3,-1,-1,-1,-1,-1,-1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293e417a72d5fdbbee9efbb4ecb687c0,0,7,15,1,5,5,2,1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1
29409eb3e0f04f6e334daada924be443,0,6,13,1,6,3,2,0,1,1835.7202300000001,0,7,0,0,7,0,0,7,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
294c42fbed336a99a508d7f2f0447253,0,8,13,1,4,4,2,1,-1,8415.158475,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
294d589773a3e34d5006070c1487084c,0,7,17,1,5,5,2,0,4,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
295a9af9e1239dce0bb05b56d62a8cbd,1,6,19,1,4,1,5,1,3,26095.71009,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2963673a8a69705eaeb06843b3d9b47a,1,7,17,1,5,3,3,0,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29698c320294b161829ff07d76acf549,0,6,13,1,4,4,2,1,-1,79991.3932,0,0,0,0,0,0,0,0,0,2,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
296dcd8b24abaa23921b0a29660cbc4a,1,5,13,1,4,5,2,0,3,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29706544073b07faf977e480800ded76,1,8,17,0,5,2,2,0,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297925fbb08a451a2b8b5a5697b17433,0,6,13,1,7,1,3,1,3,691358.5051,0,0,0,0,0,0,0,0,0,0,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
297c03ba553dd68081cb29fa70788062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297cdc61ba74bf71f7141ccb7accb0ea,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297fb578834740bc67624215b0fc1425,1,8,13,0,6,2,2,0,2,2166.311298,0,0,0,0,0,0,0,0,0,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
29801d02ac01cb6f2cd696b00af148c4,1,6,13,1,6,4,5,1,2,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
298202531cfc8efa41d33522e6654b10,1,4,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2985eea23da3dd744f452e65b1ba8d14,0,3,-1,-1,-1,-1,-1,-1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29864a6c85c0398aa356e74f283fa8df,0,7,21,1,6,5,2,0,1,14722.098269999999,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
298882da5a10effdabef0f4739e9b8a6,0,1,-1,-1,-1,-1,-1,-1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29888d34e5838f0ca43c7b43d6083734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
298a1a3d55929ce16b64ee5d0afca711,0,6,13,1,5,1,6,1,1,-1.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
